金额,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,所在区域
65.8,4室2厅1厨2卫,高楼层 (共32层),133.21,平层,,板塔结合,南 北,钢混结构,毛坯,两梯三户,有,天元区
27.8,3室1厅1厨1卫,高楼层 (共7层),74.39,平层,66.98,,东,未知结构,精装,一梯两户,无,荷塘区
62.8,3室2厅1厨2卫,中楼层 (共7层),134.81,平层,,板楼,东南,砖混结构,精装,一梯两户,无,天元区
65.0,3室2厅1厨2卫,高楼层 (共11层),139.0,平层,,板塔结合,南,钢混结构,毛坯,两梯两户,有,天元区
53.8,3室2厅1厨2卫,高楼层 (共18层),114.35,平层,,板塔结合,南,钢混结构,毛坯,一梯四户,无,芦淞区
79.8,3室2厅1厨2卫,低楼层 (共18层),123.89,平层,,板塔结合,东南,框架结构,精装,一梯两户,有,天元区
11.8,2室2厅1厨1卫,高楼层 (共5层),73.0,平层,63.0,板楼,东南,混合结构,简装,一梯两户,无,荷塘区
68.0,3室2厅1厨2卫,中楼层 (共18层),146.0,平层,,板塔结合,南,钢混结构,精装,两梯五户,有,天元区
110.0,4室2厅1厨2卫,高楼层 (共25层),150.87,平层,,塔楼,东南,钢混结构,精装,两梯三户,有,芦淞区
67.8,4室1厅1厨2卫,中楼层 (共33层),128.19,平层,110.0,,南,钢混结构,毛坯,一梯四户,无,芦淞区
81.8,4室2厅1厨2卫,高楼层 (共32层),122.35,平层,97.78,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,天元区
47.0,2室2厅0厨0卫,中楼层 (共22层),103.22,平层,72.0,板塔结合,南 北,钢混结构,精装,三梯十四户,有,天元区
84.8,4室1厅1厨2卫,低楼层 (共17层),166.89,平层,,板塔结合,东南,钢混结构,毛坯,一梯两户,有,天元区
67.0,3室1厅1厨2卫,低楼层 (共20层),142.5,平层,,塔楼,南,钢混结构,毛坯,两梯四户,有,天元区
67.8,3室2厅1厨2卫,高楼层 (共11层),139.81,错层,,板楼,南,钢混结构,精装,一梯两户,有,天元区
56.0,3室2厅1厨2卫,高楼层 (共6层),117.87,平层,105.59,板楼,南,混合结构,精装,一梯两户,无,荷塘区
110.0,4室2厅1厨2卫,中楼层 (共32层),181.1,平层,155.03,板塔结合,南,框架结构,毛坯,两梯四户,有,天元区
56.7,3室2厅1厨1卫,高楼层 (共28层),100.1,平层,,板楼,南,未知结构,毛坯,两梯四户,有,天元区
89.8,3室2厅1厨2卫,高楼层 (共33层),126.48,平层,,板塔结合,南,砖混结构,精装,两梯三户,有,天元区
66.0,4室2厅1厨2卫,中楼层 (共19层),132.93,平层,120.0,板楼,南 北,钢混结构,精装,两梯十一户,有,天元区
51.0,3室2厅1厨2卫,低楼层 (共12层),115.0,平层,,,南,未知结构,毛坯,一梯两户,无,荷塘区
68.9,3室2厅1厨1卫,低楼层 (共33层),98.88,平层,,板塔结合,南,砖混结构,毛坯,两梯六户,有,天元区
52.2,3室1厅1厨1卫,高楼层 (共31层),97.08,平层,,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,天元区
76.8,3室2厅1厨1卫,中楼层 (共21层),105.0,平层,,,南,未知结构,精装,两梯三户,有,天元区
18.8,2室2厅1厨1卫,中楼层 (共5层),75.69,平层,,,南,未知结构,简装,一梯两户,无,荷塘区
58.8,4室2厅1厨2卫,中楼层 (共7层),158.64,错层,,板楼,南 北,钢混结构,精装,一梯两户,无,荷塘区
51.0,3室2厅1厨2卫,高楼层 (共33层),105.78,平层,,,东南,未知结构,毛坯,一梯三户,无,石峰区
27.0,2室2厅1厨1卫,中楼层 (共8层),65.6,平层,,板楼,南,砖混结构,简装,一梯两户,无,天元区
55.0,3室2厅1厨2卫,中楼层 (共12层),142.03,平层,,板楼,南,钢混结构,精装,一梯两户,有,天元区
81.8,3室2厅1厨2卫,中楼层 (共33层),120.0,平层,,板塔结合,南,钢混结构,精装,两梯六户,有,天元区
77.0,3室2厅1厨2卫,高楼层 (共18层),106.07,平层,,板塔结合,南,钢混结构,精装,两梯三户,有,荷塘区
91.0,3室1厅1厨2卫,高楼层 (共33层),115.34,平层,92.12,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
43.7,3室2厅1厨1卫,中楼层 (共6层),98.6,平层,,板塔结合,西,砖混结构,简装,一梯两户,无,醴陵市
67.0,3室2厅1厨2卫,高楼层 (共32层),130.12,平层,,,南,未知结构,毛坯,一梯两户,无,天元区
40.0,3室2厅1厨2卫,高楼层 (共7层),99.67,平层,,板楼,南,砖混结构,简装,一梯两户,无,天元区
56.8,3室2厅1厨2卫,高楼层 (共24层),120.94,平层,96.03,板塔结合,南 北,钢混结构,精装,两梯四户,有,荷塘区
49.8,3室2厅1厨1卫,高楼层 (共18层),112.41,错层,93.54,板塔结合,南 北,钢混结构,精装,两梯两户,有,荷塘区
52.8,3室2厅1厨1卫,高楼层 (共25层),100.0,平层,,板塔结合,东南,混合结构,毛坯,两梯四户,有,天元区
96.0,4室2厅1厨2卫,中楼层 (共18层),166.0,平层,,塔楼,南,钢混结构,毛坯,两梯三户,有,荷塘区
71.8,3室2厅1厨2卫,高楼层 (共33层),125.78,平层,,,南,钢混结构,毛坯,一梯三户,无,天元区
30.0,3室2厅1厨1卫,高楼层 (共6层),107.26,平层,94.5,,东南,未知结构,简装,一梯两户,无,荷塘区
195.0,3室2厅1厨2卫,高楼层 (共30层),151.79,平层,121.02,板楼,东南 南,钢混结构,精装,一梯两户,无,天元区
49.8,3室2厅1厨1卫,低楼层 (共28层),100.29,平层,,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,天元区
61.8,3室2厅1厨2卫,中楼层 (共18层),125.78,平层,102.28,塔楼,南,钢混结构,精装,一梯三户,无,荷塘区
58.8,3室2厅1厨1卫,高楼层 (共29层),105.33,平层,,塔楼,南,钢混结构,毛坯,两梯九户,有,天元区
65.0,3室1厅1厨1卫,中楼层 (共32层),92.0,平层,,塔楼,南,钢混结构,毛坯,两梯四户,有,天元区
75.8,3室2厅1厨1卫,中楼层 (共32层),101.0,平层,,板塔结合,西北,钢混结构,精装,三梯八户,有,天元区
74.2,4室2厅1厨2卫,低楼层 (共18层),142.0,平层,140.0,板楼,南,钢混结构,精装,一梯两户,有,天元区
86.0,3室2厅1厨2卫,高楼层 (共28层),143.4,平层,120.57,塔楼,南,钢混结构,毛坯,两梯三户,有,天元区
62.5,3室2厅1厨2卫,高楼层 (共32层),120.0,平层,96.4,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,天元区
42.0,3室2厅1厨1卫,中楼层 (共8层),109.6,平层,,板楼,南 北,砖混结构,精装,一梯两户,无,芦淞区
77.0,3室2厅1厨2卫,高楼层 (共31层),120.13,平层,,,南,未知结构,毛坯,一梯三户,无,天元区
37.0,3室2厅1厨1卫,高楼层 (共8层),111.0,平层,,板楼,东南,混合结构,简装,一梯两户,无,天元区
42.5,3室2厅1厨2卫,中楼层 (共8层),120.0,平层,,板塔结合,南,框架结构,简装,一梯两户,无,荷塘区
51.8,3室2厅1厨1卫,中楼层 (共30层),89.0,平层,,板塔结合,东南,钢混结构,精装,两梯四户,有,荷塘区
59.8,3室2厅1厨1卫,低楼层 (共27层),95.0,平层,,板塔结合,东南,钢混结构,精装,两梯三户,有,天元区
50.8,3室2厅1厨2卫,中楼层 (共8层),124.52,平层,110.6,板楼,东南,砖混结构,简装,一梯两户,无,天元区
76.0,3室2厅1厨2卫,低楼层 (共25层),131.82,平层,106.0,塔楼,南,钢混结构,毛坯,两梯三户,有,芦淞区
192.0,3室2厅1厨2卫,高楼层 (共26层),163.0,平层,153.0,,南 北,未知结构,精装,一梯四户,无,天元区
71.0,3室2厅1厨2卫,中楼层 (共6层),133.51,平层,,板楼,南,钢混结构,精装,一梯两户,无,荷塘区
85.0,3室2厅1厨2卫,高楼层 (共33层),101.4,平层,,,东南,未知结构,精装,一梯四户,无,天元区
74.8,3室2厅1厨2卫,低楼层 (共23层),130.4,平层,,板塔结合,东 东南,钢混结构,精装,两梯三户,有,天元区
82.0,3室2厅1厨1卫,中楼层 (共32层),84.22,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
45.6,3室2厅1厨2卫,低楼层 (共18层),117.61,平层,,板塔结合,南 北,钢混结构,毛坯,两梯两户,有,荷塘区
55.8,3室2厅1厨2卫,低楼层 (共18层),127.0,平层,,板塔结合,南,钢混结构,毛坯,两梯八户,有,荷塘区
100.0,4室2厅1厨2卫,中楼层 (共16层),149.8,平层,,塔楼,南 北,钢混结构,毛坯,一梯两户,无,天元区
78.9,3室2厅1厨2卫,高楼层 (共34层),112.39,平层,92.61,板塔结合,南,钢混结构,毛坯,两梯四户,有,天元区
70.8,3室2厅1厨1卫,中楼层 (共26层),100.2,平层,,塔楼,南 北,钢混结构,精装,两梯四户,有,荷塘区
80.0,4室2厅1厨2卫,低楼层 (共17层),164.4,错层,,板塔结合,南,钢混结构,简装,两梯四户,有,天元区
68.0,3室2厅1厨2卫,低楼层 (共32层),127.0,平层,,,南,钢混结构,毛坯,两梯三户,有,天元区
68.8,3室2厅1厨2卫,低楼层 (共27层),114.85,平层,91.92,,东南,未知结构,毛坯,一梯四户,无,天元区
115.0,4室2厅1厨2卫,低楼层 (共30层),124.87,平层,,板塔结合,南,框架结构,精装,两梯三户,有,天元区
72.8,3室2厅1厨2卫,高楼层 (共32层),128.63,平层,98.0,,东,未知结构,毛坯,两梯三户,有,天元区
53.8,3室2厅1厨2卫,高楼层 (共7层),126.55,错层,116.87,板楼,南 北,钢混结构,精装,一梯两户,无,天元区
68.5,3室1厅1厨2卫,低楼层 (共27层),117.67,平层,,,南 北,未知结构,毛坯,一梯四户,无,天元区
49.8,4室2厅1厨2卫,中楼层 (共7层),154.64,平层,143.12,板楼,南 北,钢混结构,毛坯,一梯两户,无,天元区
29.8,2室2厅1厨1卫,高楼层 (共5层),78.56,平层,64.17,,南,未知结构,精装,一梯一户,无,石峰区
33.8,3室2厅1厨2卫,高楼层 (共22层),97.54,平层,,板楼,南,混合结构,简装,两梯八户,有,荷塘区
67.8,3室2厅1厨2卫,低楼层 (共33层),101.24,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,芦淞区
70.8,4室2厅1厨1卫,中楼层 (共31层),153.71,平层,124.35,板塔结合,南,钢混结构,毛坯,两梯三户,有,芦淞区
47.8,3室2厅1厨2卫,高楼层 (共18层),142.74,平层,121.49,板塔结合,西南,钢混结构,精装,一梯四户,无,石峰区
75.0,3室2厅1厨2卫,高楼层 (共32层),121.01,平层,,塔楼,东南,钢混结构,精装,两梯六户,有,天元区
52.0,3室1厅1厨2卫,低楼层 (共15层),119.72,平层,,板楼,南,钢混结构,精装,一梯四户,无,石峰区
86.0,3室2厅1厨2卫,中楼层 (共33层),122.42,平层,,,南 北,未知结构,精装,一梯四户,无,天元区
74.0,3室2厅1厨1卫,低楼层 (共33层),97.45,平层,77.8,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
73.5,3室2厅1厨2卫,低楼层 (共31层),125.17,平层,99.16,板塔结合,东南,钢混结构,精装,两梯三户,有,天元区
51.0,3室2厅1厨2卫,高楼层 (共6层),126.42,平层,114.52,,南 北,未知结构,毛坯,一梯两户,无,石峰区
56.0,3室2厅1厨1卫,高楼层 (共32层),78.0,平层,,塔楼,南,钢混结构,精装,两梯四户,有,醴陵市
75.8,3室2厅1厨1卫,中楼层 (共32层),101.17,平层,79.02,板塔结合,南,钢混结构,精装,三梯八户,有,天元区
23.8,3室1厅1厨1卫,中楼层 (共9层),80.0,平层,75.0,,东南,未知结构,简装,一梯两户,无,芦淞区
49.8,3室2厅1厨2卫,中楼层 (共11层),128.0,平层,120.0,,东南,未知结构,精装,一梯两户,无,石峰区
75.0,3室2厅1厨2卫,低楼层 (共18层),130.08,平层,,塔楼,南 北,钢混结构,精装,一梯四户,无,天元区
89.8,4室1厅1厨2卫,高楼层 (共28层),135.0,平层,,板楼,东南,钢混结构,精装,两梯三户,有,天元区
46.8,3室1厅1厨1卫,高楼层 (共31层),85.46,平层,69.03,板楼,东南,钢混结构,精装,两梯四户,有,芦淞区
75.0,4室2厅1厨2卫,中楼层 (共8层),152.12,错层,,塔楼,南 北,钢混结构,精装,一梯两户,无,天元区
48.8,3室1厅1厨1卫,低楼层 (共28层),96.6,平层,,塔楼,东北,钢混结构,简装,两梯七户,有,天元区
100.0,4室2厅1厨2卫,高楼层 (共32层),140.06,平层,,,南,未知结构,精装,一梯四户,无,芦淞区
62.9,3室2厅1厨2卫,中楼层 (共8层),141.32,平层,129.74,板楼,南 北,钢混结构,精装,一梯两户,无,天元区
28.8,2室2厅1厨1卫,中楼层 (共8层),80.79,平层,74.03,板楼,南,砖混结构,精装,一梯四户,无,天元区
58.0,3室2厅1厨2卫,高楼层 (共33层),121.55,平层,,板塔结合,东南,钢混结构,毛坯,两梯四户,有,天元区
59.0,3室1厅1厨1卫,低楼层 (共32层),86.0,平层,,板塔结合,南,钢混结构,精装,两梯五户,有,天元区
78.8,3室2厅1厨1卫,高楼层 (共34层),111.5,平层,,板塔结合,东南,钢混结构,精装,两梯四户,有,天元区
69.8,3室2厅1厨2卫,低楼层 (共28层),138.52,平层,113.72,塔楼,南,钢混结构,精装,两梯六户,有,天元区
46.0,3室2厅1厨1卫,低楼层 (共6层),109.41,平层,,塔楼,东南,钢混结构,精装,一梯两户,无,芦淞区
85.0,3室2厅1厨2卫,低楼层 (共17层),126.0,平层,,板塔结合,南,砖混结构,精装,两梯四户,有,天元区
35.0,3室2厅1厨1卫,高楼层 (共7层),114.89,平层,104.55,塔楼,南,混合结构,毛坯,一梯两户,无,芦淞区
70.0,3室2厅1厨2卫,高楼层 (共18层),140.94,平层,119.8,板塔结合,南,框架结构,毛坯,两梯两户,有,天元区
68.0,4室2厅1厨2卫,高楼层 (共6层),172.0,平层,172.0,塔楼,南,钢混结构,毛坯,一梯两户,无,荷塘区
78.8,3室2厅1厨2卫,中楼层 (共28层),127.63,平层,104.72,板楼,南,钢混结构,精装,两梯三户,有,天元区
57.0,3室2厅1厨2卫,高楼层 (共8层),122.44,平层,,板楼,南,砖混结构,精装,一梯两户,无,天元区
63.8,3室2厅1厨2卫,低楼层 (共18层),137.62,平层,115.94,板楼,南,钢混结构,毛坯,一梯两户,有,天元区
74.8,3室2厅1厨2卫,高楼层 (共26层),119.95,平层,,板塔结合,南,框架结构,精装,两梯三户,有,天元区
69.8,3室2厅1厨1卫,高楼层 (共28层),91.0,平层,85.0,,南,未知结构,精装,两梯四户,有,天元区
72.6,3室2厅1厨2卫,低楼层 (共26层),126.65,平层,,板塔结合,南,钢混结构,精装,一梯四户,无,天元区
60.5,3室1厅1厨2卫,低楼层 (共13层),144.6,错层,,板楼,南,钢混结构,精装,一梯两户,无,荷塘区
77.1,3室2厅1厨2卫,中楼层 (共27层),132.98,平层,,塔楼,北,钢混结构,毛坯,两梯四户,有,天元区
84.5,4室2厅1厨2卫,低楼层 (共33层),141.0,平层,,板楼,南,框架结构,毛坯,两梯四户,有,天元区
40.0,3室2厅1厨1卫,中楼层 (共8层),111.47,平层,101.0,塔楼,南,钢混结构,简装,一梯两户,无,天元区
62.8,3室2厅1厨2卫,低楼层 (共14层),142.33,平层,,塔楼,南 北,钢混结构,精装,一梯两户,有,天元区
52.2,3室2厅1厨2卫,低楼层 (共26层),107.25,平层,,塔楼,南,钢混结构,毛坯,一梯四户,无,醴陵市
80.8,4室2厅1厨2卫,中楼层 (共32层),131.43,平层,131.43,板塔结合,南,钢混结构,毛坯,两梯四户,有,天元区
68.8,3室1厅1厨1卫,低楼层 (共31层),117.69,平层,90.19,板塔结合,南,框架结构,精装,一梯十四户,无,天元区
36.8,3室2厅1厨1卫,高楼层 (共7层),130.12,平层,120.0,,东南,未知结构,精装,一梯两户,无,石峰区
69.8,4室2厅1厨2卫,高楼层 (共33层),129.45,平层,,板塔结合,南,钢混结构,毛坯,两梯三户,有,天元区
91.0,4室2厅1厨2卫,中楼层 (共33层),146.23,平层,,,南,未知结构,精装,一梯三户,无,天元区
52.0,3室2厅1厨1卫,低楼层 (共26层),117.41,平层,,,南,未知结构,毛坯,一梯四户,无,醴陵市
67.5,3室2厅1厨2卫,中楼层 (共28层),145.37,平层,121.56,板塔结合,南,钢混结构,精装,两梯四户,有,芦淞区
81.8,3室2厅1厨2卫,高楼层 (共25层),124.08,平层,100.34,,东南,未知结构,毛坯,一梯四户,无,荷塘区
64.8,4室2厅2厨2卫,高楼层 (共32层),132.61,平层,109.37,板楼,南,钢混结构,精装,两梯四户,有,石峰区
30.0,2室2厅1厨1卫,中楼层 (共6层),85.26,平层,,板楼,南,砖混结构,简装,一梯八户,无,芦淞区
29.8,3室2厅1厨1卫,低楼层 (共8层),53.47,平层,,板塔结合,南,砖混结构,精装,一梯两户,无,荷塘区
90.0,3室2厅1厨2卫,中楼层 (共28层),137.0,平层,,,南 北,未知结构,毛坯,两梯两户,有,天元区
87.0,3室2厅1厨2卫,高楼层 (共33层),115.0,平层,92.12,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
59.8,3室2厅1厨2卫,中楼层 (共30层),123.7,平层,,板塔结合,南,钢混结构,毛坯,两梯三户,有,天元区
35.0,3室2厅1厨2卫,中楼层 (共8层),108.45,平层,97.33,板楼,南,混合结构,精装,一梯两户,无,石峰区
48.0,3室2厅1厨1卫,高楼层 (共33层),106.42,平层,,板塔结合,南,钢混结构,毛坯,一梯四户,无,荷塘区
88.8,3室2厅1厨2卫,高楼层 (共31层),129.35,平层,,板塔结合,南,钢混结构,精装,两梯六户,有,天元区
68.8,3室2厅1厨2卫,低楼层 (共11层),125.81,平层,,板塔结合,南,钢混结构,精装,一梯两户,有,天元区
73.0,3室2厅1厨2卫,中楼层 (共31层),127.0,平层,,板楼,南 北,框架结构,毛坯,一梯三户,无,天元区
47.8,3室2厅1厨2卫,中楼层 (共8层),115.63,平层,104.71,,东南,未知结构,精装,一梯两户,无,石峰区
66.0,3室1厅1厨2卫,中楼层 (共33层),106.48,平层,,板塔结合,南,钢混结构,毛坯,两梯四户,有,天元区
29.8,3室2厅1厨1卫,中楼层 (共8层),94.5,平层,90.0,,南 北,未知结构,精装,一梯两户,无,石峰区
66.8,3室2厅1厨2卫,低楼层 (共31层),130.0,平层,115.0,,东南,未知结构,毛坯,一梯六户,无,天元区
67.0,3室2厅1厨2卫,高楼层 (共33层),101.24,平层,82.35,板塔结合,南,钢混结构,精装,两梯四户,有,芦淞区
86.8,3室2厅1厨2卫,高楼层 (共21层),120.72,平层,,,东南,未知结构,精装,一梯四户,无,天元区
19.8,2室1厅1厨1卫,中楼层 (共6层),53.32,平层,,,南 北,未知结构,精装,一梯两户,无,荷塘区
65.8,3室2厅1厨2卫,中楼层 (共33层),113.6,平层,92.9,,东南,未知结构,毛坯,两梯四户,有,荷塘区
52.0,3室2厅1厨2卫,中楼层 (共7层),128.48,平层,,,南,未知结构,精装,一梯两户,无,荷塘区
27.8,3室2厅1厨2卫,高楼层 (共8层),113.44,平层,102.47,板楼,南,钢混结构,简装,一梯两户,无,石峰区
75.0,4室2厅1厨1卫,高楼层 (共33层),129.75,平层,,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,天元区
82.8,3室1厅1厨2卫,中楼层 (共29层),94.0,平层,,板塔结合,南 北,钢混结构,精装,两梯四户,有,天元区
49.0,3室1厅1厨1卫,低楼层 (共30层),95.83,平层,,平房,南,未知结构,精装,两梯四户,有,石峰区
57.0,3室1厅1厨2卫,高楼层 (共7层),134.0,平层,,塔楼,南,钢混结构,毛坯,一梯两户,无,石峰区
69.9,3室2厅1厨2卫,高楼层 (共13层),142.52,平层,122.7,塔楼,南,钢混结构,毛坯,一梯两户,有,芦淞区
47.9,3室2厅1厨2卫,高楼层 (共27层),95.8,平层,,,南 北,未知结构,毛坯,一梯四户,无,天元区
83.5,4室2厅1厨2卫,低楼层 (共17层),150.34,平层,,,南 北,钢混结构,毛坯,一梯两户,无,天元区
36.8,4室2厅1厨1卫,中楼层 (共6层),92.87,平层,,,东,混合结构,简装,一梯两户,无,芦淞区
63.8,4室2厅1厨2卫,低楼层 (共33层),118.0,平层,,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,芦淞区
66.0,3室2厅1厨2卫,中楼层 (共27层),128.66,平层,,塔楼,东,钢混结构,精装,两梯四户,有,芦淞区
59.8,4室2厅1厨2卫,高楼层 (共33层),128.0,平层,,板塔结合,南 北,钢混结构,精装,一梯四户,无,石峰区
30.0,3室2厅1厨1卫,中楼层 (共7层),96.68,平层,,,南,未知结构,简装,一梯一户,无,芦淞区
86.0,4室2厅1厨2卫,高楼层 (共34层),143.0,平层,70.49,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,天元区
88.7,4室2厅1厨2卫,低楼层 (共32层),143.46,平层,143.0,板塔结合,东 东南 南 西南,钢混结构,毛坯,两梯三户,有,天元区
81.8,3室1厅1厨2卫,中楼层 (共32层),119.9,平层,,板塔结合,东南,钢混结构,毛坯,两梯三户,有,天元区
75.0,4室2厅1厨2卫,低楼层 (共32层),135.2,平层,,,东南,未知结构,毛坯,一梯四户,无,芦淞区
46.8,3室1厅1厨1卫,低楼层 (共18层),89.96,平层,73.74,塔楼,南,钢混结构,精装,一梯三户,有,芦淞区
69.8,3室2厅1厨2卫,高楼层 (共31层),129.73,平层,,板楼,南 北,框架结构,毛坯,一梯三户,无,天元区
99.0,3室2厅1厨2卫,中楼层 (共8层),113.41,平层,93.81,,东南,未知结构,精装,一梯两户,无,荷塘区
14.0,2室1厅1厨1卫,高楼层 (共8层),76.0,平层,,,南 北,未知结构,简装,一梯两户,无,石峰区
137.0,3室2厅1厨2卫,高楼层 (共33层),142.0,平层,,板塔结合,南,钢混结构,精装,一梯四户,无,天元区
85.8,4室2厅1厨2卫,低楼层 (共32层),139.33,平层,,板塔结合,南 北,钢混结构,毛坯,两梯三户,有,天元区
58.0,3室2厅1厨2卫,中楼层 (共10层),138.0,平层,,,南,未知结构,精装,一梯两户,无,荷塘区
50.0,4室2厅1厨2卫,高楼层 (共6层),143.0,平层,125.13,板楼,南 北,钢混结构,简装,一梯两户,无,芦淞区
40.8,3室2厅1厨1卫,中楼层 (共8层),106.2,平层,,板楼,南 北,砖混结构,精装,一梯两户,无,芦淞区
70.0,4室2厅1厨2卫,低楼层 (共32层),148.85,平层,,,南 北,钢混结构,毛坯,一梯两户,无,天元区
149.0,4室2厅1厨2卫,低楼层 (共33层),164.2,平层,131.15,板塔结合,东南,钢混结构,精装,两梯四户,有,天元区
69.0,3室2厅1厨1卫,低楼层 (共26层),99.87,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
52.8,3室1厅1厨1卫,高楼层 (共13层),108.0,平层,98.0,板楼,南,钢混结构,精装,一梯五户,有,芦淞区
62.0,4室2厅1厨2卫,低楼层 (共15层),140.73,平层,,,南 北,未知结构,毛坯,一梯四户,无,株洲县
51.8,3室1厅1厨2卫,中楼层 (共15层),125.52,平层,,,南,未知结构,毛坯,两梯四户,有,石峰区
140.0,4室2厅1厨2卫,高楼层 (共6层),138.92,复式,118.83,,南,未知结构,毛坯,一梯两户,无,天元区
47.0,3室2厅1厨2卫,高楼层 (共18层),130.17,平层,108.21,,南 北,未知结构,精装,一梯两户,有,石峰区
85.0,3室2厅1厨2卫,低楼层 (共31层),105.0,平层,,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,天元区
45.0,3室2厅1厨2卫,高楼层 (共6层),129.33,平层,,板楼,东北,砖混结构,精装,一梯两户,无,天元区
47.8,3室2厅1厨2卫,高楼层 (共6层),121.9,平层,109.64,,南,未知结构,精装,一梯一户,无,石峰区
59.0,3室2厅1厨2卫,中楼层 (共8层),118.95,平层,,板楼,东南,砖混结构,简装,一梯两户,无,天元区
81.8,4室2厅1厨2卫,中楼层 (共32层),145.0,平层,,板楼,南,钢混结构,毛坯,两梯三户,有,天元区
82.8,4室2厅1厨2卫,低楼层 (共11层),165.42,平层,,板楼,南,钢混结构,精装,一梯两户,有,天元区
61.0,3室2厅1厨2卫,高楼层 (共29层),128.11,平层,,板塔结合,南,钢混结构,毛坯,两梯四户,有,荷塘区
73.8,4室2厅1厨2卫,中楼层 (共18层),143.0,平层,130.0,板塔结合,南,钢混结构,精装,两梯两户,有,石峰区
36.4,3室1厅1厨2卫,高楼层 (共8层),114.74,平层,100.0,板楼,南,砖混结构,精装,一梯两户,无,天元区
88.0,3室2厅1厨2卫,中楼层 (共27层),145.0,平层,,板塔结合,南,钢混结构,毛坯,两梯三户,有,芦淞区
56.8,3室2厅1厨2卫,中楼层 (共33层),113.0,平层,,板塔结合,南,钢混结构,精装,两梯五户,有,石峰区
50.0,3室2厅1厨2卫,低楼层 (共8层),111.0,平层,105.0,板楼,南,钢混结构,精装,两梯两户,有,芦淞区
62.0,3室2厅1厨2卫,高楼层 (共30层),111.93,平层,,板塔结合,东 东南 南,钢混结构,毛坯,两梯四户,有,天元区
400.0,4室2厅1厨2卫,中楼层 (共30层),252.0,平层,230.0,,南,未知结构,精装,一梯两户,无,天元区
38.8,3室2厅1厨1卫,低楼层 (共6层),98.1,平层,88.52,板楼,南,砖混结构,精装,一梯两户,无,石峰区
75.8,3室2厅1厨2卫,高楼层 (共33层),145.66,平层,,板塔结合,东南,混合结构,精装,两梯两户,有,荷塘区
111.3,3室2厅1厨2卫,中楼层 (共33层),139.14,平层,114.27,板楼,西南,钢混结构,精装,两梯四户,有,天元区
148.0,4室2厅1厨2卫,高楼层 (共33层),164.2,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
120.0,4室2厅1厨2卫,中楼层 (共8层),135.92,平层,,,南,未知结构,精装,一梯两户,无,荷塘区
70.0,3室2厅1厨2卫,低楼层 (共18层),113.0,平层,113.0,板楼,南,钢混结构,精装,两梯四户,有,天元区
73.0,4室2厅1厨2卫,低楼层 (共33层),137.07,平层,,板塔结合,南,钢混结构,毛坯,五梯四户,有,天元区
52.8,3室2厅1厨2卫,高楼层 (共19层),134.5,平层,108.82,板塔结合,南 东,钢混结构,简装,三梯三十二户,有,天元区
108.0,4室2厅1厨2卫,高楼层 (共30层),125.59,平层,,板塔结合,南,钢混结构,精装,两梯三户,有,天元区
82.2,3室2厅1厨2卫,高楼层 (共18层),141.78,平层,121.37,,东南,钢混结构,精装,一梯六户,无,荷塘区
73.8,4室2厅1厨2卫,中楼层 (共18层),154.26,平层,,板塔结合,南,钢混结构,精装,一梯两户,无,荷塘区
45.8,3室2厅1厨1卫,中楼层 (共34层),86.96,平层,,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,天元区
58.8,4室2厅1厨2卫,低楼层 (共11层),161.88,平层,,,东南,未知结构,毛坯,一梯两户,无,荷塘区
55.0,4室2厅1厨3卫,中楼层 (共18层),92.06,复式,,塔楼,东南,钢混结构,毛坯,两梯二十二户,有,天元区
43.8,3室2厅1厨1卫,高楼层 (共8层),109.81,平层,,板楼,南,砖混结构,精装,一梯两户,无,天元区
71.8,3室2厅1厨2卫,低楼层 (共31层),129.47,平层,,板楼,东南,钢混结构,毛坯,两梯四户,有,芦淞区
88.0,3室2厅1厨2卫,低楼层 (共31层),104.42,平层,,,南,未知结构,毛坯,一梯四户,无,天元区
98.0,3室2厅1厨2卫,低楼层 (共33层),147.0,平层,,板塔结合,南,钢混结构,精装,两梯三户,有,天元区
116.2,4室2厅1厨2卫,低楼层 (共32层),140.8,平层,,,东南 南 北,未知结构,精装,一梯三户,无,天元区
71.8,4室2厅1厨2卫,高楼层 (共7层),179.62,复式,162.56,板楼,南 北,钢混结构,毛坯,一梯两户,有,天元区
52.8,4室2厅1厨2卫,中楼层 (共26层),132.91,平层,104.27,,南,未知结构,精装,一梯三户,有,石峰区
