金额,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯
53.0,1室1厅1厨1卫,低楼层 (共15层),53.06,平层,42.81,板塔结合,南,钢混结构,精装,一梯六户,无
57.0,1室1厅1厨1卫,高楼层 (共11层),67.85,平层,,板塔结合,南,钢混结构,其他,一梯十一户,无
35.0,1室2厅1厨1卫,中楼层 (共19层),35.87,平层,29.93,板塔结合,南 北,框架结构,简装,一梯八户,有
49.8,1室1厅1厨1卫,低楼层 (共17层),46.0,平层,,板塔结合,东 北,钢混结构,简装,一梯八户,无
58.0,1室1厅1厨1卫,高楼层 (共22层),64.0,平层,,板塔结合,南 北,钢混结构,精装,两梯六户,有
48.0,1室1厅1厨1卫,低楼层 (共18层),48.26,平层,,板塔结合,南,钢混结构,简装,一梯十户,无
75.0,1室1厅1厨1卫,高楼层 (共11层),64.0,平层,,板塔结合,南,钢混结构,精装,一梯两户,无
50.0,1室1厅1厨1卫,中楼层 (共17层),53.0,平层,42.81,板塔结合,南,钢混结构,其他,一梯六户,有
56.0,2室1厅1厨1卫,低楼层 (共11层),69.09,平层,,板塔结合,北 南,钢混结构,毛坯,一梯四户,无
85.0,2室2厅1厨1卫,中楼层 (共33层),92.0,平层,,板塔结合,南,钢混结构,精装,两梯五户,有
56.0,2室1厅1厨1卫,低楼层 (共11层),69.09,平层,,板塔结合,北 南,钢混结构,毛坯,一梯四户,无
85.0,2室2厅1厨1卫,中楼层 (共33层),92.0,平层,,板塔结合,南,钢混结构,精装,两梯五户,有
49.8,1室1厅1厨1卫,低楼层 (共17层),46.0,平层,,板塔结合,东 北,钢混结构,简装,一梯八户,无
48.0,1室1厅1厨1卫,中楼层 (共16层),43.0,平层,,板塔结合,南,钢混结构,其他,两梯八户,有
32.8,1室1厅1厨1卫,中楼层 (共18层),50.63,平层,,板塔结合,北,钢混结构,其他,一梯三户,无
41.0,1室0厅1厨1卫,中楼层 (共21层),52.98,平层,,板塔结合,南,钢混结构,毛坯,一梯六户,无
81.0,2室2厅1厨1卫,低楼层 (共18层),91.0,平层,,塔楼,南,钢混结构,精装,两梯六户,有
160.0,3室2厅2厨2卫,中楼层 (共11层),123.0,平层,,,南 北,未知结构,简装,一梯两户,有
45.0,1室0厅1厨1卫,低楼层 (共15层),48.13,平层,,板塔结合,南,钢混结构,其他,一梯八户,无
28.0,1室0厅1厨1卫,高楼层 (共19层),36.0,平层,,板塔结合,西南,框架结构,简装,一梯八户,无
68.0,2室1厅1厨1卫,高楼层 (共10层),63.2,平层,,板塔结合,南,钢混结构,简装,一梯一户,无
73.0,2室2厅1厨1卫,中楼层 (共17层),73.0,平层,,板楼,南,钢混结构,其他,两梯七户,有
55.0,1室2厅1厨1卫,中楼层 (共18层),57.31,平层,,塔楼,北,钢混结构,简装,两梯六户,有
89.0,3室2厅1厨1卫,低楼层 (共33层),92.0,平层,,板塔结合,北,钢混结构,精装,一梯四户,无
118.0,3室3厅1厨2卫,中楼层 (共18层),109.0,平层,,,东南 西北,未知结构,精装,一梯六户,无
63.0,1室1厅1厨1卫,中楼层 (共23层),57.66,平层,,板塔结合,南,钢混结构,简装,一梯七户,无
122.0,3室2厅1厨1卫,高楼层 (共18层),93.0,平层,,,东南 西北,钢混结构,精装,一梯四户,无
36.8,1室1厅1厨1卫,低楼层 (共7层),43.94,平层,,板塔结合,南,钢混结构,精装,一梯十一户,有
50.0,1室1厅1厨1卫,高楼层 (共26层),56.29,平层,,,南,未知结构,简装,一梯七户,无
60.0,2室2厅1厨1卫,中楼层 (共11层),70.0,平层,,板楼,南,钢混结构,精装,一梯六户,无
65.0,1室1厅1厨1卫,中楼层 (共22层),64.57,平层,50.69,板塔结合,北,钢混结构,简装,两梯八户,有
134.0,4室2厅1厨2卫,低楼层 (共33层),95.0,复式,,板塔结合,南,钢混结构,精装,两梯五户,有
29.0,1室1厅1厨1卫,高楼层 (共18层),40.19,平层,,板塔结合,南,钢混结构,精装,一梯九户,无
72.0,2室2厅1厨1卫,中楼层 (共24层),77.92,平层,,塔楼,东南,钢混结构,毛坯,一梯六户,无
55.0,1室1厅1厨1卫,中楼层 (共18层),52.5,平层,,板塔结合,北,钢混结构,简装,两梯七户,有
50.0,1室1厅1厨1卫,高楼层 (共17层),50.88,平层,,板塔结合,南,钢混结构,其他,一梯六户,无
52.0,1室1厅1厨1卫,低楼层 (共11层),57.38,平层,,板楼,南,钢混结构,简装,一梯四户,无
59.0,1室1厅1厨1卫,高楼层 (共33层),51.0,平层,,板塔结合,西南,钢混结构,其他,一梯五户,无
62.0,2室2厅1厨1卫,低楼层 (共16层),81.0,平层,,板楼,北,钢混结构,毛坯,两梯十八户,有
43.0,1室1厅1厨1卫,中楼层 (共12层),45.2,平层,,板塔结合,东,钢混结构,精装,一梯二十八户,无
72.0,1室2厅1厨1卫,中楼层 (共22层),67.37,平层,51.44,板塔结合,北,钢混结构,精装,一梯八户,无
55.0,1室1厅1厨1卫,低楼层 (共19层),63.0,平层,,板塔结合,北,框架结构,精装,两梯七户,有
58.0,1室1厅1厨1卫,高楼层 (共18层),55.93,平层,46.24,板塔结合,西北,钢混结构,精装,两梯六户,有
43.0,1室0厅1厨1卫,高楼层 (共33层),50.74,平层,,塔楼,南,钢混结构,精装,两梯五户,有
125.0,3室2厅1厨2卫,中楼层 (共24层),108.29,平层,,板塔结合,南 北,钢混结构,其他,一梯六户,无
62.0,1室1厅1厨1卫,低楼层 (共18层),55.17,平层,,板塔结合,南,钢混结构,精装,两梯八户,有
49.9,1室1厅1厨1卫,中楼层 (共7层),67.0,平层,,板塔结合,西南,钢混结构,其他,一梯十户,无
72.0,2室2厅1厨1卫,中楼层 (共24层),77.92,平层,,塔楼,东南,钢混结构,毛坯,一梯六户,无
55.0,1室1厅1厨1卫,中楼层 (共18层),52.5,平层,,板塔结合,北,钢混结构,简装,两梯七户,有
50.0,1室1厅1厨1卫,高楼层 (共17层),50.88,平层,,板塔结合,南,钢混结构,其他,一梯六户,无
134.0,4室2厅1厨2卫,低楼层 (共33层),95.0,复式,,板塔结合,南,钢混结构,精装,两梯五户,有
29.0,1室1厅1厨1卫,高楼层 (共18层),40.19,平层,,板塔结合,南,钢混结构,精装,一梯九户,无
55.0,1室1厅1厨1卫,低楼层 (共17层),57.0,平层,,板塔结合,南 北,钢混结构,精装,一梯六户,无
50.0,1室2厅1厨1卫,高楼层 (共18层),56.89,平层,,板塔结合,南,钢混结构,精装,两梯八户,有
98.0,3室1厅1厨2卫,中楼层 (共11层),137.38,平层,,板塔结合,南 北,钢混结构,精装,两梯四户,有
115.0,4室2厅1厨2卫,高楼层 (共7层),183.0,平层,,板塔结合,南 北,钢混结构,毛坯,一梯十户,无
29.8,1室1厅1厨1卫,高楼层 (共18层),37.0,平层,,板塔结合,西北,钢混结构,精装,一梯十一户,无
96.0,2室2厅1厨1卫,低楼层 (共11层),86.0,平层,,,南 北,未知结构,其他,一梯一户,无
110.0,2室2厅1厨1卫,高楼层 (共24层),78.87,平层,,板塔结合,南 北,未知结构,精装,两梯四户,有
56.0,2室2厅1厨1卫,高楼层 (共25层),71.0,平层,,塔楼,南,钢混结构,精装,两梯十八户,有
51.0,1室1厅1厨1卫,低楼层 (共18层),48.56,平层,,板塔结合,南,钢混结构,简装,两梯八户,有
110.0,3室2厅1厨1卫,中楼层 (共33层),108.61,平层,82.31,板塔结合,北,钢混结构,其他,两梯五户,有
160.0,3室2厅1厨1卫,低楼层 (共33层),112.0,平层,,板塔结合,南 北,钢混结构,其他,一梯四户,无
100.0,2室2厅1厨1卫,中楼层 (共18层),80.26,平层,,塔楼,北,未知结构,其他,两梯六户,有
98.0,2室2厅1厨1卫,低楼层 (共25层),74.3,平层,,板塔结合,北,钢混结构,精装,一梯六户,无
88.0,2室1厅1厨1卫,低楼层 (共18层),79.0,平层,,板塔结合,南,钢混结构,毛坯,一梯六户,无
160.0,2室2厅1厨1卫,低楼层 (共17层),80.22,平层,,板塔结合,北,钢混结构,毛坯,两梯十五户,有
55.0,1室1厅1厨1卫,高楼层 (共19层),62.0,平层,,板楼,西北,钢混结构,其他,两梯六户,有
70.0,2室2厅1厨1卫,低楼层 (共15层),62.0,平层,,塔楼,东,钢混结构,精装,两梯七户,有
59.0,2室1厅1厨1卫,低楼层 (共24层),64.18,平层,,板塔结合,南 北,钢混结构,精装,一梯六户,无
98.0,2室1厅1厨1卫,高楼层 (共15层),90.64,平层,,塔楼,北,钢混结构,其他,一梯六户,无
102.0,2室2厅1厨1卫,中楼层 (共26层),80.05,平层,,板楼,南,钢混结构,精装,两梯八户,有
135.0,3室1厅1厨2卫,低楼层 (共18层),96.86,平层,,,南 北,未知结构,精装,两梯六户,有
88.0,2室1厅1厨1卫,低楼层 (共18层),79.0,平层,,板塔结合,南,钢混结构,毛坯,一梯六户,无
70.0,2室1厅1厨1卫,高楼层 (共18层),74.0,平层,,板塔结合,东,钢混结构,精装,一梯四户,无
92.0,2室2厅1厨1卫,高楼层 (共18层),88.0,平层,,板塔结合,北,钢混结构,精装,两梯四户,有
90.0,2室2厅1厨1卫,低楼层 (共15层),90.28,平层,,塔楼,东北,钢混结构,精装,一梯六户,无
150.0,2室1厅1厨1卫,中楼层 (共16层),91.0,平层,,板塔结合,南,钢混结构,毛坯,两梯六户,有
65.0,2室2厅1厨1卫,高楼层 (共17层),73.0,平层,,塔楼,南 北,框架结构,简装,两梯六户,有
72.0,2室1厅1厨1卫,高楼层 (共18层),73.62,平层,,板楼,南,钢混结构,精装,一梯四户,无
90.0,3室1厅1厨1卫,中楼层 (共18层),59.0,平层,,板楼,南,钢混结构,其他,两梯八户,有
73.0,3室2厅1厨1卫,高楼层 (共26层),79.0,平层,,,南 北,未知结构,精装,一梯七户,无
52.0,1室1厅1厨1卫,低楼层 (共11层),58.2,平层,,板塔结合,东北,钢混结构,其他,一梯四户,无
95.0,2室2厅1厨1卫,中楼层 (共18层),88.0,平层,,,西南,钢混结构,精装,一梯四户,无
98.0,2室2厅1厨1卫,中楼层 (共17层),80.04,平层,,板塔结合,南 北,钢混结构,其他,两梯八户,有
83.0,2室1厅1厨1卫,中楼层 (共19层),79.59,平层,,板楼,北,钢混结构,其他,两梯四户,有
80.0,2室2厅1厨1卫,中楼层 (共18层),86.0,平层,,板塔结合,南,钢混结构,简装,两梯五户,有
93.0,2室1厅1厨1卫,低楼层 (共18层),86.0,平层,,塔楼,西北,钢混结构,简装,两梯六户,有
80.0,2室2厅1厨1卫,低楼层 (共18层),76.74,平层,,板楼,南,未知结构,其他,一梯四户,无
128.0,2室2厅1厨1卫,中楼层 (共23层),64.14,平层,,板楼,西北,钢混结构,精装,一梯两户,有
102.0,2室2厅1厨1卫,低楼层 (共15层),85.0,平层,,塔楼,西 东 南,钢混结构,精装,一梯六户,无
126.0,3室2厅1厨1卫,中楼层 (共23层),115.29,平层,,塔楼,南,钢混结构,精装,两梯四户,有
70.0,1室2厅1厨1卫,低楼层 (共16层),64.0,平层,,板塔结合,南,钢混结构,其他,两梯八户,有
90.0,2室2厅1厨1卫,低楼层 (共18层),85.0,平层,,板塔结合,南,钢混结构,其他,两梯四户,有
95.0,2室1厅1厨1卫,中楼层 (共18层),83.26,平层,,板塔结合,东南 西北,框架结构,其他,一梯六户,无
113.0,2室2厅1厨1卫,低楼层 (共18层),95.0,平层,,塔楼,东南,钢混结构,精装,一梯六户,无
75.0,2室1厅1厨1卫,中楼层 (共20层),80.0,平层,,板楼,南,钢混结构,其他,一梯四户,无
95.0,2室2厅1厨1卫,中楼层 (共11层),76.3,平层,,板塔结合,南 北,钢混结构,精装,一梯两户,无
85.0,2室2厅1厨1卫,高楼层 (共18层),87.0,平层,,板塔结合,南,钢混结构,毛坯,一梯五户,无
150.0,2室1厅1厨1卫,中楼层 (共16层),91.0,平层,,板塔结合,南,钢混结构,毛坯,两梯六户,有
72.0,2室1厅1厨1卫,高楼层 (共18层),73.62,平层,,板楼,南,钢混结构,精装,一梯四户,无
65.0,2室2厅1厨1卫,高楼层 (共17层),73.0,平层,,塔楼,南 北,框架结构,简装,两梯六户,有
102.0,2室2厅1厨1卫,低楼层 (共15层),85.0,平层,,塔楼,西 东 南,钢混结构,精装,一梯六户,无
126.0,3室2厅1厨1卫,中楼层 (共23层),115.29,平层,,塔楼,南,钢混结构,精装,两梯四户,有
70.0,1室2厅1厨1卫,低楼层 (共16层),64.0,平层,,板塔结合,南,钢混结构,其他,两梯八户,有
90.0,2室2厅1厨1卫,低楼层 (共18层),85.0,平层,,板塔结合,南,钢混结构,其他,两梯四户,有
95.0,2室1厅1厨1卫,中楼层 (共18层),83.26,平层,,板塔结合,东南 西北,框架结构,其他,一梯六户,无
95.0,2室1厅1厨1卫,中楼层 (共17层),78.7,平层,,板塔结合,南,钢混结构,其他,一梯八户,无
75.0,2室1厅1厨1卫,低楼层 (共17层),83.81,平层,,板塔结合,南,钢混结构,其他,一梯八户,无
98.0,2室2厅1厨1卫,低楼层 (共18层),86.0,平层,,板塔结合,南 北,钢混结构,其他,两梯七户,有
70.0,2室2厅1厨1卫,中楼层 (共24层),76.48,平层,,板塔结合,东南,钢混结构,精装,一梯六户,无
135.0,3室2厅1厨1卫,低楼层 (共33层),112.0,平层,,板楼,南,钢混结构,毛坯,一梯四户,无
113.0,2室2厅1厨1卫,低楼层 (共18层),95.0,平层,,塔楼,东南,钢混结构,精装,一梯六户,无
75.0,2室1厅1厨1卫,中楼层 (共20层),80.0,平层,,板楼,南,钢混结构,其他,一梯四户,无
95.0,2室2厅1厨1卫,中楼层 (共11层),76.3,平层,,板塔结合,南 北,钢混结构,精装,一梯两户,无
85.0,2室2厅1厨1卫,高楼层 (共18层),87.0,平层,,板塔结合,南,钢混结构,毛坯,一梯五户,无
80.0,2室1厅1厨1卫,低楼层 (共18层),76.48,平层,,板塔结合,南,钢混结构,其他,两梯八户,有
114.5,2室2厅1厨2卫,高楼层 (共15层),95.0,平层,,塔楼,北,钢混结构,精装,一梯六户,无
85.0,2室2厅1厨1卫,低楼层 (共17层),84.0,平层,,板楼,南,钢混结构,其他,一梯八户,无
65.0,2室1厅1厨1卫,中楼层 (共11层),71.0,平层,,塔楼,南,钢混结构,其他,两梯六户,有
75.0,1室1厅1厨1卫,高楼层 (共18层),35.03,平层,,板楼,南,钢混结构,精装,三梯十二户,有
108.0,2室2厅1厨1卫,中楼层 (共23层),90.69,平层,,塔楼,北,钢混结构,其他,两梯九户,有
91.0,2室1厅1厨1卫,中楼层 (共17层),83.0,平层,,板楼,南,钢混结构,其他,一梯九户,无
108.0,2室2厅1厨1卫,低楼层 (共16层),58.04,平层,42.03,板塔结合,南,钢混结构,精装,两梯五户,有
97.5,2室1厅0厨0卫,高楼层 (共17层),81.17,平层,,板塔结合,东南,钢混结构,其他,两梯八户,有
100.0,3室1厅1厨1卫,高楼层 (共22层),94.6,平层,,板塔结合,东南,钢混结构,其他,两梯七户,有
95.0,2室2厅1厨1卫,中楼层 (共26层),86.0,平层,,板楼,南,钢混结构,其他,两梯七户,有
57.0,2室2厅1厨1卫,高楼层 (共6层),95.0,平层,,板塔结合,南 北,钢混结构,毛坯,一梯两户,无
120.0,2室2厅1厨1卫,中楼层 (共23层),86.0,平层,,塔楼,南,钢混结构,简装,两梯四户,有
112.0,2室2厅1厨1卫,中楼层 (共15层),90.0,平层,,板塔结合,西北,钢混结构,其他,两梯六户,有
90.0,2室2厅1厨1卫,中楼层 (共18层),87.04,平层,,塔楼,东,钢混结构,毛坯,一梯六户,无
82.0,2室2厅1厨1卫,高楼层 (共18层),73.0,平层,,板塔结合,南 北,钢混结构,其他,一梯四户,无
100.0,3室1厅1厨1卫,高楼层 (共22层),94.6,平层,,板塔结合,东南,钢混结构,其他,两梯七户,有
110.0,2室2厅1厨1卫,中楼层 (共15层),87.6,平层,,塔楼,东南,钢混结构,其他,两梯六户,有
118.0,2室2厅1厨1卫,低楼层 (共11层),88.0,平层,,塔楼,北,钢混结构,精装,一梯六户,无
68.0,1室1厅1厨1卫,低楼层 (共17层),63.0,平层,45.0,板塔结合,南,钢混结构,简装,一梯八户,无
80.0,1室0厅1厨1卫,低楼层 (共7层),58.0,平层,,板塔结合,西北,钢混结构,精装,一梯十一户,无
58.0,2室2厅1厨1卫,高楼层 (共18层),73.0,平层,,板楼,西,钢混结构,毛坯,两梯四户,有
110.0,3室1厅1厨1卫,高楼层 (共25层),73.79,平层,,板塔结合,东南,钢混结构,其他,两梯七户,有
80.0,2室2厅1厨1卫,低楼层 (共25层),104.26,平层,,塔楼,北,钢混结构,毛坯,两梯十八户,有
580.0,4室2厅1厨3卫,低楼层 (共2层),177.35,复式,,板塔结合,南 北,钢混结构,其他,一梯一户,无
70.0,1室2厅1厨1卫,中楼层 (共19层),63.65,平层,,,东南,未知结构,精装,一梯六户,无
60.0,2室2厅1厨1卫,中楼层 (共25层),71.0,平层,,塔楼,东南,钢混结构,毛坯,两梯十八户,有
90.0,2室2厅1厨1卫,中楼层 (共18层),78.32,平层,,板塔结合,南,钢混结构,其他,两梯六户,有
85.0,2室2厅1厨1卫,中楼层 (共9层),100.29,平层,,板塔结合,南 北,钢混结构,精装,一梯十户,有
95.0,2室2厅1厨1卫,高楼层 (共18层),82.0,平层,,板塔结合,西北,钢混结构,精装,两梯六户,有
95.0,2室1厅1厨1卫,低楼层 (共18层),87.08,平层,,板塔结合,西北,钢混结构,其他,一梯六户,无
103.0,3室2厅1厨1卫,中楼层 (共33层),108.0,平层,,板塔结合,北,钢混结构,其他,两梯五户,有
98.0,3室2厅1厨1卫,中楼层 (共24层),88.7,平层,,板塔结合,西南,钢混结构,简装,一梯六户,无
88.0,2室2厅1厨1卫,中楼层 (共23层),68.0,平层,,板塔结合,北,钢混结构,精装,两梯六户,有
54.0,1室1厅1厨1卫,中楼层 (共12层),68.4,平层,,板塔结合,西南,钢混结构,其他,一梯二十八户,无
80.0,2室2厅1厨1卫,高楼层 (共18层),78.32,平层,,板塔结合,东,钢混结构,简装,一梯六户,无
76.0,2室1厅1厨1卫,中楼层 (共14层),80.33,平层,,板塔结合,北,框架结构,毛坯,两梯六户,有
82.8,2室2厅1厨1卫,中楼层 (共19层),92.09,平层,,板塔结合,南,框架结构,其他,两梯八户,有
112.0,2室1厅1厨2卫,中楼层 (共5层),102.0,平层,,板塔结合,南 北,钢混结构,简装,一梯两户,无
70.0,1室1厅1厨1卫,中楼层 (共11层),70.0,平层,,板塔结合,西北,钢混结构,其他,一梯一户,无
90.0,2室2厅1厨2卫,中楼层 (共13层),93.0,平层,,板塔结合,东南,钢混结构,毛坯,一梯六户,无
65.0,1室2厅1厨1卫,中楼层 (共18层),57.0,平层,,板塔结合,南,钢混结构,精装,一梯六户,无
94.0,2室2厅1厨1卫,低楼层 (共18层),82.0,平层,,塔楼,南 北,未知结构,其他,两梯六户,有
70.0,1室1厅1厨1卫,中楼层 (共11层),70.0,平层,,板塔结合,西北,钢混结构,其他,一梯一户,无
54.0,1室1厅1厨1卫,中楼层 (共12层),68.4,平层,,板塔结合,西南,钢混结构,其他,一梯二十八户,无
47.0,2室1厅1厨1卫,低楼层 (共17层),75.62,平层,,,南,未知结构,精装,一梯六户,无
104.0,2室1厅1厨1卫,中楼层 (共26层),80.05,平层,,板楼,南,钢混结构,精装,两梯八户,有
84.0,2室2厅1厨1卫,中楼层 (共23层),78.0,平层,,塔楼,南,框架结构,毛坯,两梯六户,有
90.0,2室2厅1厨1卫,中楼层 (共18层),77.0,平层,,塔楼,南,钢混结构,精装,两梯六户,有
79.0,2室2厅1厨1卫,中楼层 (共18层),83.87,平层,,板塔结合,南,框架结构,精装,两梯六户,有
73.0,2室1厅1厨1卫,低楼层 (共18层),65.0,平层,,,北,钢混结构,其他,一梯两户,无
64.0,2室2厅1厨1卫,低楼层 (共18层),77.0,平层,,塔楼,东南,钢混结构,简装,两梯六户,有
78.0,2室2厅1厨1卫,中楼层 (共18层),79.22,平层,65.93,板楼,北,钢混结构,精装,一梯六户,无
67.0,1室1厅1厨1卫,中楼层 (共7层),68.0,平层,,板塔结合,西南,钢混结构,简装,一梯十一户,无
70.0,1室0厅1厨1卫,中楼层 (共18层),46.06,平层,,板楼,北,钢混结构,简装,三梯十二户,有
85.0,2室2厅1厨1卫,中楼层 (共18层),79.9,平层,,板塔结合,北,钢混结构,精装,两梯六户,有
58.0,1室1厅1厨1卫,中楼层 (共23层),57.69,平层,,板塔结合,东南 南,钢混结构,精装,一梯七户,无
88.0,2室2厅1厨1卫,低楼层 (共18层),82.0,平层,,板塔结合,东北,钢混结构,简装,两梯六户,有
89.0,2室2厅1厨1卫,中楼层 (共18层),82.0,平层,,板楼,南,钢混结构,精装,两梯六户,有
95.0,2室2厅1厨1卫,中楼层 (共18层),77.67,平层,,塔楼,西南,未知结构,精装,两梯六户,有
85.0,2室1厅1厨1卫,高楼层 (共25层),77.0,平层,,板塔结合,北,框架结构,精装,一梯六户,无
93.8,2室2厅1厨2卫,中楼层 (共11层),155.78,平层,116.14,板塔结合,东南,钢混结构,精装,一梯九户,无
93.0,2室2厅1厨1卫,中楼层 (共24层),85.0,平层,,塔楼,北,钢混结构,其他,两梯六户,有
145.0,3室2厅1厨2卫,高楼层 (共26层),104.39,平层,,板塔结合,西南,钢混结构,精装,两梯八户,有
90.0,2室2厅1厨1卫,低楼层 (共16层),86.0,平层,,板楼,北,钢混结构,精装,两梯五户,有
96.0,2室2厅1厨1卫,中楼层 (共18层),84.0,平层,,塔楼,南 北,未知结构,其他,两梯六户,有
53.0,2室1厅1厨1卫,中楼层 (共25层),69.86,平层,,塔楼,北,钢混结构,毛坯,四梯二十户,有
110.0,2室2厅1厨1卫,高楼层 (共27层),65.44,平层,,板塔结合,南 北,钢混结构,简装,一梯两户,无
98.0,2室2厅1厨1卫,低楼层 (共18层),77.0,平层,,板塔结合,南,钢混结构,其他,一梯六户,无
69.0,1室2厅1厨1卫,高楼层 (共19层),59.44,平层,,板楼,南,钢混结构,精装,两梯八户,有
82.0,2室2厅1厨1卫,中楼层 (共12层),84.0,平层,,板塔结合,南 北,钢混结构,精装,一梯六户,无
92.0,3室2厅1厨1卫,中楼层 (共18层),90.0,平层,,板塔结合,北,钢混结构,精装,一梯三户,无
60.0,1室1厅1厨1卫,低楼层 (共15层),60.0,平层,,塔楼,南,钢混结构,简装,两梯四户,有
93.8,2室2厅1厨2卫,中楼层 (共11层),155.78,平层,116.14,板塔结合,东南,钢混结构,精装,一梯九户,无
145.0,3室2厅1厨2卫,高楼层 (共26层),104.39,平层,,板塔结合,西南,钢混结构,精装,两梯八户,有
90.0,2室2厅1厨1卫,低楼层 (共16层),86.0,平层,,板楼,北,钢混结构,精装,两梯五户,有
96.0,2室2厅1厨1卫,中楼层 (共18层),84.0,平层,,塔楼,南 北,未知结构,其他,两梯六户,有
53.0,2室1厅1厨1卫,中楼层 (共25层),69.86,平层,,塔楼,北,钢混结构,毛坯,四梯二十户,有
65.0,1室1厅1厨1卫,低楼层 (共17层),57.0,平层,,,东北,钢混结构,精装,一梯六户,无
80.0,2室2厅1厨1卫,中楼层 (共18层),63.75,平层,,,南,未知结构,其他,一梯六户,无
98.0,2室2厅1厨1卫,中楼层 (共29层),86.0,平层,,板塔结合,南,钢混结构,精装,两梯八户,有
82.0,2室2厅1厨1卫,低楼层 (共31层),74.0,平层,,板楼,西北,钢混结构,精装,两梯七户,有
82.0,2室2厅1厨1卫,低楼层 (共31层),69.0,平层,,板楼,东 南 东北,钢混结构,精装,两梯七户,有
108.0,2室2厅1厨1卫,低楼层 (共18层),86.27,平层,,,南,未知结构,精装,一梯六户,无
80.0,2室2厅1厨1卫,低楼层 (共11层),103.61,平层,85.61,板塔结合,南 北,钢混结构,简装,一梯两户,无
97.0,2室2厅1厨1卫,中楼层 (共18层),78.0,平层,,板塔结合,南 北,钢混结构,其他,一梯六户,无
90.0,2室2厅1厨1卫,高楼层 (共11层),75.0,平层,,板塔结合,南 北,钢混结构,其他,一梯两户,无
162.0,3室2厅1厨2卫,低楼层 (共17层),124.46,平层,,板塔结合,北,钢混结构,精装,一梯六户,无
72.0,2室2厅1厨1卫,中楼层 (共18层),73.62,平层,,板楼,南,钢混结构,精装,一梯四户,无
99.0,2室2厅1厨1卫,低楼层 (共18层),89.0,平层,,板塔结合,南,钢混结构,其他,一梯六户,无
80.0,2室2厅1厨1卫,低楼层 (共24层),78.0,平层,,塔楼,北 南,钢混结构,毛坯,一梯六户,无
33.8,1室0厅1厨1卫,中楼层 (共9层),44.5,平层,,板塔结合,南,钢混结构,精装,一梯十二户,无
89.0,2室2厅1厨1卫,低楼层 (共11层),86.0,平层,,,南 北,未知结构,精装,一梯一户,无
75.0,3室1厅1厨1卫,中楼层 (共23层),90.69,平层,,塔楼,南 北,钢混结构,其他,两梯九户,有
500.0,5室3厅1厨5卫,低楼层 (共3层),310.0,,,,南 北,钢混结构,毛坯,其他,无
106.0,2室2厅1厨1卫,低楼层 (共12层),79.24,平层,61.88,板塔结合,南 北,钢混结构,精装,两梯六户,有
47.0,1室1厅1厨1卫,中楼层 (共25层),63.21,平层,,塔楼,东北,钢混结构,毛坯,两梯十八户,有
92.0,2室2厅1厨1卫,中楼层 (共11层),86.0,平层,,,南 北,未知结构,精装,一梯一户,无
91.0,2室2厅1厨1卫,低楼层 (共17层),86.0,平层,,,南 北,未知结构,其他,一梯两户,无
55.0,1室1厅1厨1卫,低楼层 (共18层),48.0,平层,,板塔结合,南,钢混结构,精装,两梯八户,有
95.0,2室2厅1厨1卫,低楼层 (共18层),77.0,平层,,板塔结合,东南,钢混结构,精装,两梯六户,有
100.0,2室2厅1厨2卫,中楼层 (共18层),83.88,平层,,板塔结合,南 北,钢混结构,精装,一梯六户,无
70.0,2室1厅1厨1卫,低楼层 (共31层),68.83,平层,,塔楼,东南 南,钢混结构,毛坯,两梯六户,有
162.0,3室2厅1厨2卫,低楼层 (共17层),124.46,平层,,板塔结合,北,钢混结构,精装,一梯六户,无
82.0,2室2厅1厨1卫,低楼层 (共31层),74.0,平层,,板楼,西北,钢混结构,精装,两梯七户,有
56.0,1室1厅1厨1卫,中楼层 (共11层),51.0,平层,,,南,未知结构,毛坯,一梯五户,无
110.0,3室2厅1厨2卫,中楼层 (共31层),109.08,平层,,板塔结合,南,钢混结构,精装,三梯八户,有
65.0,2室2厅1厨1卫,低楼层 (共18层),95.78,平层,72.92,板塔结合,南 北,钢混结构,简装,一梯八户,无
140.0,3室2厅1厨1卫,中楼层 (共24层),92.54,平层,,板塔结合,南 北,钢混结构,简装,一梯四户,无
138.0,2室2厅1厨1卫,中楼层 (共24层),86.7,平层,,板塔结合,南,钢混结构,精装,两梯四户,有
85.0,2室2厅1厨1卫,低楼层 (共18层),67.0,平层,,板塔结合,南,钢混结构,其他,一梯六户,无
75.0,2室2厅1厨1卫,高楼层 (共18层),65.0,平层,,,北,钢混结构,精装,一梯五户,无
85.0,2室1厅1厨1卫,低楼层 (共18层),76.0,平层,,板楼,南 北,钢混结构,其他,一梯六户,无
63.0,2室2厅1厨1卫,高楼层 (共24层),65.27,平层,,板塔结合,南,钢混结构,精装,一梯六户,无
175.0,6室3厅1厨0卫,低楼层 (共13层),236.0,复式,230.0,板塔结合,南,钢混结构,其他,一梯八户,无
75.0,2室2厅1厨1卫,高楼层 (共11层),70.0,平层,,,南,未知结构,简装,一梯四户,无
76.0,2室1厅1厨1卫,低楼层 (共18层),67.63,平层,,板塔结合,北,钢混结构,精装,一梯六户,无
108.0,2室2厅1厨1卫,中楼层 (共33层),91.86,平层,,板塔结合,西南,钢混结构,精装,两梯四户,有
98.0,2室2厅1厨1卫,低楼层 (共18层),75.93,平层,,板塔结合,南 北,钢混结构,其他,一梯四户,无
