,金额,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯
949,68,2室1厅1厨1卫,低楼层 (共31层),69㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,两梯六户,有
950,63,2室1厅1厨1卫,低楼层 (共11层),75.08㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯六户,暂无数据
951,80,2室2厅1厨1卫,中楼层 (共25层),73.3㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,一梯六户,暂无数据
952,63,2室1厅1厨1卫,低楼层 (共18层),74.39㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有
953,90,2室1厅1厨1卫,低楼层 (共18层),86.8㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯七户,有
954,62,2室2厅1厨1卫,低楼层 (共25层),91.05㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,四梯二十户,有
955,82,2室1厅1厨1卫,低楼层 (共18层),82.28㎡,平层,暂无数据,板塔结合,东南,框架结构,毛坯,两梯七户,有
956,95,2室2厅1厨2卫,低楼层 (共18层),83.86㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯六户,有
957,62,1室1厅1厨1卫,中楼层 (共25层),61.98㎡,平层,暂无数据,板塔结合,西北 北,钢混结构,精装,三梯十户,有
958,83,2室1厅1厨1卫,中楼层 (共31层),67.9㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯七户,有
959,88,2室1厅1厨1卫,低楼层 (共19层),88㎡,平层,暂无数据,板塔结合,北,框架结构,精装,两梯七户,有
960,82,2室2厅1厨1卫,高楼层 (共31层),74㎡,平层,暂无数据,板楼,北,钢混结构,其他,两梯七户,有
961,75,2室1厅1厨1卫,低楼层 (共18层),89㎡,平层,暂无数据,板塔结合,西,钢混结构,其他,两梯四户,有
962,88,2室2厅1厨1卫,低楼层 (共18层),77.73㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,两梯六户,有
963,80,2室2厅1厨1卫,中楼层 (共25层),76㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯九户,暂无数据
964,65,2室2厅1厨1卫,中楼层 (共25层),77.62㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,一梯四户,暂无数据
965,85,3室2厅1厨1卫,低楼层 (共18层),91.85㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯六户,有
966,83,2室2厅1厨1卫,高楼层 (共25层),74㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯六户,暂无数据
967,78,2室1厅1厨1卫,高楼层 (共25层),77.21㎡,平层,59.19㎡,板塔结合,南 北,框架结构,简装,两梯六户,有
968,90,2室2厅1厨1卫,低楼层 (共18层),76.48㎡,平层,暂无数据,板塔结合,北,钢混结构,简装,两梯八户,有
969,55,2室2厅1厨1卫,低楼层 (共18层),73.62㎡,平层,暂无数据,板楼,东南,钢混结构,毛坯,两梯四户,有
970,71,2室2厅1厨1卫,中楼层 (共15层),79.92㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯六户,有
971,80,2室2厅1厨1卫,高楼层 (共18层),80.86㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有
972,90,2室2厅1厨1卫,中楼层 (共29层),86㎡,平层,暂无数据,板塔结合,东 南,钢混结构,毛坯,两梯八户,有
973,80,2室2厅1厨1卫,低楼层 (共25层),73㎡,平层,暂无数据,板塔结合,东南 北,钢混结构,毛坯,一梯六户,暂无数据
974,92,3室2厅1厨1卫,低楼层 (共16层),71.38㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有
975,57,2室2厅1厨1卫,高楼层 (共11层),70.32㎡,平层,暂无数据,板塔结合,东 西,钢混结构,精装,一梯四户,暂无数据
976,86,2室2厅1厨2卫,低楼层 (共18层),80㎡,平层,暂无数据,板楼,北,钢混结构,精装,两梯六户,有
977,72,2室1厅1厨1卫,高楼层 (共18层),72㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯七户,有
978,89,2室2厅1厨1卫,高楼层 (共18层),81.33㎡,平层,暂无数据,塔楼,东南,未知结构,精装,两梯六户,有
979,50,1室1厅1厨1卫,低楼层 (共20层),60.15㎡,平层,暂无数据,板楼,西,钢混结构,其他,两梯七户,有
980,92,2室2厅0厨1卫,中楼层 (共17层),86㎡,平层,暂无数据,板塔结合,西北,钢混结构,其他,两梯六户,有
981,76,2室2厅1厨1卫,高楼层 (共31层),74.33㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯七户,有
982,105,2室2厅1厨1卫,低楼层 (共24层),87.3㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有
983,90,3室2厅1厨2卫,高楼层 (共16层),75.51㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯五户,有
984,110,3室2厅1厨1卫,高楼层 (共18层),109.3㎡,平层,89.94㎡,板塔结合,南 北,钢混结构,精装,一梯四户,暂无数据
985,78,2室2厅1厨1卫,中楼层 (共16层),63.6㎡,平层,暂无数据,暂无数据,南,未知结构,其他,一梯六户,暂无数据
986,92,3室2厅1厨1卫,高楼层 (共33层),109㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,两梯五户,有
987,88,2室1厅1厨1卫,中楼层 (共18层),77.9㎡,平层,63.9㎡,暂无数据,东南,未知结构,精装,一梯六户,暂无数据
988,79,2室2厅1厨1卫,低楼层 (共18层),67.07㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯八户,有
989,65,1室1厅1厨1卫,中楼层 (共25层),62.8㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,三梯十户,有
990,117,3室2厅1厨1卫,低楼层 (共15层),114.97㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯五户,暂无数据
991,68,2室1厅1厨1卫,中楼层 (共17层),72㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,一梯八户,暂无数据
992,68,2室1厅1厨1卫,低楼层 (共31层),69㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,两梯六户,有
993,63,2室1厅1厨1卫,低楼层 (共11层),75.08㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯六户,暂无数据
994,80,2室2厅1厨1卫,中楼层 (共25层),73.3㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,一梯六户,暂无数据
995,124,3室2厅1厨2卫,高楼层 (共11层),120.49㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯两户,暂无数据
996,61,2室2厅1厨1卫,中楼层 (共25层),70㎡,平层,暂无数据,塔楼,南,钢混结构,精装,四梯二十户,有
997,119,2室2厅1厨2卫,中楼层 (共16层),92㎡,平层,暂无数据,板楼,西北,钢混结构,简装,一梯五户,暂无数据
998,63,2室1厅1厨1卫,低楼层 (共18层),74.39㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有
999,90,2室1厅1厨1卫,低楼层 (共18层),86.8㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯七户,有
1000,62,2室2厅1厨1卫,低楼层 (共25层),91.05㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,四梯二十户,有
1001,82,2室1厅1厨1卫,低楼层 (共18层),82.28㎡,平层,暂无数据,板塔结合,东南,框架结构,毛坯,两梯七户,有
1002,95,2室2厅1厨2卫,低楼层 (共18层),83.86㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯六户,有
1003,88,2室2厅1厨1卫,低楼层 (共18层),85㎡,平层,暂无数据,板塔结合,东,未知结构,简装,两梯六户,有
1004,82,2室2厅1厨2卫,中楼层 (共18层),79.34㎡,平层,暂无数据,板楼,北 西北,钢混结构,简装,两梯六户,有
1005,85,2室2厅1厨1卫,中楼层 (共18层),75㎡,平层,暂无数据,暂无数据,南,钢混结构,其他,两梯六户,有
1006,78,2室2厅1厨1卫,中楼层 (共16层),58.04㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯五户,有
1007,118.8,2室2厅1厨1卫,高楼层 (共26层),91.68㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯九户,暂无数据
1008,92,2室2厅1厨1卫,中楼层 (共30层),93.04㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯八户,暂无数据
1009,62,2室1厅1厨1卫,低楼层 (共16层),58.04㎡,平层,42.03㎡,板塔结合,南,钢混结构,精装,两梯五户,有
1010,121,3室1厅1厨1卫,高楼层 (共18层),110.18㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯四户,暂无数据
1011,74,2室2厅1厨1卫,低楼层 (共31层),74.3㎡,平层,暂无数据,板楼,东北,钢混结构,其他,两梯七户,有
1012,90,2室2厅1厨1卫,高楼层 (共18层),86.38㎡,平层,67.39㎡,板塔结合,南,钢混结构,精装,两梯四户,有
1013,88,1室1厅1厨1卫,低楼层 (共1层),87.98㎡,平层,暂无数据,板塔结合,南 东,钢混结构,精装,一梯十二户,暂无数据
1014,65,1室0厅0厨0卫,中楼层 (共5层),34.32㎡,平层,暂无数据,板塔结合,南,砖混结构,毛坯,一梯八十户,暂无数据
1015,55,2室2厅1厨1卫,低楼层 (共11层),69.71㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯四户,暂无数据
1016,68,1室1厅1厨1卫,中楼层 (共16层),64.5㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯八户,暂无数据
1017,28,1室0厅1厨1卫,高楼层 (共17层),35.09㎡,平层,28.2㎡,塔楼,南,框架结构,精装,两梯六户,有
1018,25,1室0厅1厨1卫,中楼层 (共13层),35.39㎡,平层,27.27㎡,板塔结合,南,钢混结构,毛坯,两梯十八户,有
1019,29,1室0厅1厨1卫,中楼层 (共11层),43.76㎡,平层,33.26㎡,板塔结合,南,钢混结构,毛坯,一梯十二户,暂无数据
1020,60,1室1厅1厨1卫,中楼层 (共18层),60.3㎡,平层,49.68㎡,塔楼,西南,钢混结构,精装,两梯六户,有
1021,120,3室2厅1厨2卫,中楼层 (共18层),120.3㎡,平层,99.79㎡,板楼,南 北,钢混结构,其他,一梯四户,暂无数据
1022,98,2室2厅1厨1卫,中楼层 (共18层),82㎡,平层,暂无数据,板楼,北,钢混结构,精装,一梯四户,暂无数据
1023,69,1室1厅1厨1卫,中楼层 (共17层),63㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,一梯八户,暂无数据
1024,66,1室2厅1厨1卫,低楼层 (共16层),63㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,一梯八户,暂无数据
1025,85,2室1厅1厨1卫,低楼层 (共31层),79.01㎡,平层,暂无数据,板塔结合,东南,框架结构,毛坯,两梯六户,有
1026,100,2室2厅1厨1卫,低楼层 (共30层),93㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯八户,暂无数据
1027,60,2室2厅1厨1卫,中楼层 (共25层),70㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,四梯二十户,有
1028,71,2室2厅1厨1卫,高楼层 (共18层),60.97㎡,平层,暂无数据,板塔结合,北,框架结构,精装,两梯六户,有
1029,48,1室1厅1厨1卫,高楼层 (共21层),58㎡,平层,暂无数据,板塔结合,北,钢混结构,简装,一梯六户,暂无数据
1030,90,2室2厅1厨1卫,高楼层 (共6层),88㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,暂无数据
1031,56,2室2厅1厨1卫,中楼层 (共25层),70.46㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯十八户,有
1032,115,2室2厅1厨1卫,高楼层 (共18层),61㎡,复式,暂无数据,板塔结合,南 北,框架结构,简装,一梯六户,暂无数据
1033,55,1室1厅1厨1卫,高楼层 (共18层),53.6㎡,平层,暂无数据,板塔结合,西南,钢混结构,其他,一梯十户,暂无数据
1034,85,1室2厅1厨1卫,高楼层 (共25层),62.48㎡,平层,49.12㎡,板塔结合,南,钢混结构,精装,一梯八户,暂无数据
1035,50,2室1厅1厨1卫,低楼层 (共9层),43.76㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,一梯十二户,有
1036,54,1室2厅1厨1卫,中楼层 (共18层),53.77㎡,平层,暂无数据,板塔结合,西北,钢混结构,其他,两梯八户,有
1037,42,1室1厅1厨1卫,中楼层 (共18层),38㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯六户,暂无数据
1038,51,2室1厅1厨1卫,高楼层 (共30层),59.97㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,一梯八户,暂无数据
1039,63,1室1厅1厨1卫,中楼层 (共17层),57.3㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯六户,有
1040,62,1室1厅1厨1卫,中楼层 (共18层),57.05㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯八户,有
1041,55,1室1厅1厨1卫,高楼层 (共12层),45㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,一梯十八户,暂无数据
1042,59,1室1厅1厨1卫,高楼层 (共11层),59.38㎡,平层,暂无数据,板楼,南,框架结构,精装,一梯四户,有
1043,28,1室0厅1厨1卫,高楼层 (共19层),35.87㎡,平层,29.93㎡,板塔结合,西北,框架结构,精装,一梯八户,有
1044,83,2室2厅1厨1卫,中楼层 (共25层),79.42㎡,平层,59.04㎡,板塔结合,南,钢混结构,精装,两梯十二户,有
1045,71,1室1厅0厨1卫,高楼层 (共18层),46.78㎡,平层,暂无数据,板楼,北,钢混结构,简装,三梯十二户,有
1046,45,1室1厅1厨1卫,低楼层 (共16层),46.71㎡,平层,38.2㎡,板塔结合,南,钢混结构,精装,一梯八户,暂无数据
1047,65,1室1厅1厨1卫,中楼层 (共18层),55.17㎡,平层,45.9㎡,板塔结合,南,混合结构,简装,两梯八户,有
1048,48.5,1室1厅1厨1卫,低楼层 (共14层),51.17㎡,平层,37.2㎡,板楼,北,钢混结构,精装,四梯三十二户,有
1049,43,1室0厅1厨1卫,中楼层 (共18层),40.24㎡,平层,30.11㎡,板塔结合,南,钢混结构,精装,两梯八户,有
1050,71,1室1厅0厨1卫,高楼层 (共18层),46.78㎡,平层,暂无数据,板楼,北,钢混结构,简装,三梯十二户,有
1051,47,1室0厅0厨0卫,高楼层 (共17层),46.64㎡,平层,38.2㎡,板塔结合,南,框架结构,精装,两梯八户,有
1052,54,1室2厅1厨1卫,低楼层 (共7层),68.07㎡,平层,54.4㎡,板塔结合,北,钢混结构,精装,一梯十二户,暂无数据
1053,75,1室1厅1厨1卫,低楼层 (共12层),60.74㎡,平层,48.27㎡,板塔结合,南,钢混结构,其他,一梯三十七户,暂无数据
1054,57,1室1厅1厨1卫,中楼层 (共11层),57.48㎡,平层,47.42㎡,板塔结合,北,钢混结构,简装,一梯四户,暂无数据
1055,59,2室1厅1厨1卫,低楼层 (共22层),61.69㎡,平层,暂无数据,板塔结合,西北,钢混结构,简装,一梯八户,暂无数据
1056,60,1室1厅1厨1卫,低楼层 (共21层),58.79㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,两梯七户,有
1057,28,1室2厅1厨1卫,高楼层 (共18层),40.56㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,有
1058,52,1室1厅1厨1卫,低楼层 (共17层),46.5㎡,平层,38.2㎡,板塔结合,南,钢混结构,精装,一梯八户,暂无数据
1059,75,2室2厅1厨1卫,低楼层 (共18层),78㎡,平层,15.48㎡,板塔结合,西,钢混结构,精装,两梯四户,有
1060,156,3室2厅1厨2卫,中楼层 (共16层),115.53㎡,平层,91.65㎡,暂无数据,南,未知结构,其他,一梯三户,暂无数据
1061,78,2室1厅1厨1卫,中楼层 (共14层),76.88㎡,平层,63㎡,板塔结合,南,钢混结构,简装,两梯六户,有
1062,70,2室2厅1厨1卫,高楼层 (共15层),70.21㎡,平层,57.88㎡,板塔结合,北,钢混结构,简装,两梯八户,有
1063,49,1室2厅1厨1卫,低楼层 (共11层),39.88㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有
1064,45,1室0厅1厨1卫,中楼层 (共17层),46.64㎡,平层,暂无数据,板塔结合,南,框架结构,简装,两梯八户,有
1065,28,1室2厅1厨1卫,中楼层 (共18层),40.56㎡,平层,暂无数据,板楼,东南 西北,钢混结构,简装,两梯四户,有
1066,34,1室2厅1厨1卫,低楼层 (共9层),49.37㎡,平层,40.97㎡,板塔结合,南,钢混结构,简装,一梯十户,暂无数据
1067,43,1室0厅1厨1卫,中楼层 (共14层),51.17㎡,平层,暂无数据,板楼,北,钢混结构,简装,四梯三十二户,有
1068,78,1室0厅0厨1卫,中楼层 (共5层),34.9㎡,平层,暂无数据,板塔结合,南,砖混结构,毛坯,一梯三十六户,暂无数据
1069,58,1室1厅1厨1卫,中楼层 (共18层),55.93㎡,平层,暂无数据,板塔结合,东北,未知结构,精装,两梯六户,有
1070,48,1室2厅1厨1卫,中楼层 (共14层),47.84㎡,平层,34.78㎡,板楼,南,钢混结构,简装,四梯三十二户,有
1071,82,2室2厅1厨1卫,中楼层 (共22层),81.34㎡,平层,66.7㎡,板塔结合,东南,钢混结构,其他,两梯六户,有
1072,90,2室1厅1厨1卫,低楼层 (共15层),80.05㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,一梯六户,暂无数据
1073,25,1室0厅1厨1卫,中楼层 (共11层),35.04㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯六户,暂无数据
1074,70,1室2厅1厨1卫,高楼层 (共9层),63.65㎡,平层,暂无数据,板塔结合,东 东南,钢混结构,其他,一梯十一户,暂无数据
1075,35,1室1厅1厨1卫,中楼层 (共11层),43.76㎡,平层,33.46㎡,板塔结合,东南,钢混结构,其他,一梯十二户,暂无数据
1076,60,2室2厅1厨1卫,低楼层 (共18层),81.85㎡,平层,67.82㎡,板塔结合,西北,钢混结构,简装,两梯六户,有
1077,35,1室1厅1厨1卫,中楼层 (共11层),43.76㎡,平层,33.46㎡,板塔结合,东南,钢混结构,其他,一梯十二户,暂无数据
1078,108,3室2厅1厨1卫,低楼层 (共33层),92㎡,平层,暂无数据,板塔结合,东南 东北,钢混结构,精装,两梯四户,有
1079,54,1室1厅1厨1卫,高楼层 (共33层),48.87㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯五户,暂无数据
1080,76,2室2厅1厨1卫,中楼层 (共25层),78.94㎡,平层,暂无数据,板塔结合,东北,钢混结构,精装,两梯十二户,有
1081,71,2室2厅1厨1卫,中楼层 (共11层),75㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯六户,暂无数据
1082,59.8,1室1厅1厨1卫,中楼层 (共18层),55.17㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯八户,有
1083,49.8,1室1厅1厨1卫,低楼层 (共33层),48.88㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有
1084,72.8,1室2厅1厨1卫,中楼层 (共18层),61㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯六户,有
1085,50,1室1厅1厨1卫,中楼层 (共18层),60㎡,平层,暂无数据,板塔结合,东北,钢混结构,毛坯,一梯六户,暂无数据
1086,51,1室1厅1厨1卫,中楼层 (共10层),54.67㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,一梯一户,暂无数据
1087,55,1室1厅1厨1卫,低楼层 (共1层),45.89㎡,平层,暂无数据,塔楼,西南,框架结构,其他,一梯一户,暂无数据
1088,55.6,1室0厅1厨1卫,中楼层 (共33层),51㎡,平层,暂无数据,板塔结合,南,框架结构,精装,两梯五户,有
1089,43,1室0厅1厨1卫,低楼层 (共17层),43.95㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯八户,暂无数据
1090,65,2室1厅1厨1卫,高楼层 (共18层),73.7㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,暂无数据
1091,36,1室1厅1厨1卫,低楼层 (共7层),43㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯十户,暂无数据
1092,60,1室2厅1厨1卫,高楼层 (共7层),68㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,一梯十户,暂无数据
1093,26,1室0厅1厨1卫,高楼层 (共19层),35.87㎡,平层,暂无数据,板塔结合,西北,框架结构,简装,一梯八户,有
1094,35,1室0厅1厨1卫,中楼层 (共13层),36.8㎡,平层,暂无数据,板塔结合,东北,钢混结构,简装,一梯六户,暂无数据
1095,57,1室1厅1厨1卫,中楼层 (共11层),67.37㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯十一户,有
1096,45,1室1厅1厨1卫,低楼层 (共15层),51㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯六户,暂无数据
1097,53,1室1厅1厨1卫,低楼层 (共15层),53.06㎡,平层,42.81㎡,板塔结合,南,钢混结构,精装,一梯六户,暂无数据
1098,57,1室1厅1厨1卫,高楼层 (共11层),67.85㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯十一户,暂无数据
1099,35,1室2厅1厨1卫,中楼层 (共19层),35.87㎡,平层,29.93㎡,板塔结合,南 北,框架结构,简装,一梯八户,有
1100,49.8,1室1厅1厨1卫,低楼层 (共17层),46㎡,平层,暂无数据,板塔结合,东 北,钢混结构,简装,一梯八户,暂无数据
1101,58,1室1厅1厨1卫,高楼层 (共22层),64㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯六户,有
1102,48,1室1厅1厨1卫,低楼层 (共18层),48.26㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯十户,暂无数据
1103,75,1室1厅1厨1卫,高楼层 (共11层),64㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯两户,暂无数据
1104,50,1室1厅1厨1卫,中楼层 (共17层),53㎡,平层,42.81㎡,板塔结合,南,钢混结构,其他,一梯六户,有
1105,56,2室1厅1厨1卫,低楼层 (共11层),69.09㎡,平层,暂无数据,板塔结合,北 南,钢混结构,毛坯,一梯四户,暂无数据
1106,85,2室2厅1厨1卫,中楼层 (共33层),92㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有
1107,56,2室1厅1厨1卫,低楼层 (共11层),69.09㎡,平层,暂无数据,板塔结合,北 南,钢混结构,毛坯,一梯四户,暂无数据
1108,85,2室2厅1厨1卫,中楼层 (共33层),92㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有
1109,49.8,1室1厅1厨1卫,低楼层 (共17层),46㎡,平层,暂无数据,板塔结合,东 北,钢混结构,简装,一梯八户,暂无数据
1110,48,1室1厅1厨1卫,中楼层 (共16层),43㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯八户,有
1111,32.8,1室1厅1厨1卫,中楼层 (共18层),50.63㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,一梯三户,暂无数据
1112,41,1室0厅1厨1卫,中楼层 (共21层),52.98㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,一梯六户,暂无数据
1113,81,2室2厅1厨1卫,低楼层 (共18层),91㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯六户,有
1114,160,3室2厅2厨2卫,中楼层 (共11层),123㎡,平层,暂无数据,暂无数据,南 北,未知结构,简装,一梯两户,有
1115,45,1室0厅1厨1卫,低楼层 (共15层),48.13㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯八户,暂无数据
1116,28,1室0厅1厨1卫,高楼层 (共19层),36㎡,平层,暂无数据,板塔结合,西南,框架结构,简装,一梯八户,暂无数据
1117,68,2室1厅1厨1卫,高楼层 (共10层),63.2㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯一户,暂无数据
1118,73,2室2厅1厨1卫,中楼层 (共17层),73㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯七户,有
1119,55,1室2厅1厨1卫,中楼层 (共18层),57.31㎡,平层,暂无数据,塔楼,北,钢混结构,简装,两梯六户,有
1120,89,3室2厅1厨1卫,低楼层 (共33层),92㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,一梯四户,暂无数据
1121,118,3室3厅1厨2卫,中楼层 (共18层),109㎡,平层,暂无数据,暂无数据,东南 西北,未知结构,精装,一梯六户,暂无数据
1122,63,1室1厅1厨1卫,中楼层 (共23层),57.66㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯七户,暂无数据
1123,122,3室2厅1厨1卫,高楼层 (共18层),93㎡,平层,暂无数据,暂无数据,东南 西北,钢混结构,精装,一梯四户,暂无数据
1124,36.8,1室1厅1厨1卫,低楼层 (共7层),43.94㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯十一户,有
1125,50,1室1厅1厨1卫,高楼层 (共26层),56.29㎡,平层,暂无数据,暂无数据,南,未知结构,简装,一梯七户,暂无数据
1126,60,2室2厅1厨1卫,中楼层 (共11层),70㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯六户,暂无数据
1127,65,1室1厅1厨1卫,中楼层 (共22层),64.57㎡,平层,50.69㎡,板塔结合,北,钢混结构,简装,两梯八户,有
1128,134,4室2厅1厨2卫,低楼层 (共33层),95㎡,复式,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有
1129,29,1室1厅1厨1卫,高楼层 (共18层),40.19㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯九户,暂无数据
1130,72,2室2厅1厨1卫,中楼层 (共24层),77.92㎡,平层,暂无数据,塔楼,东南,钢混结构,毛坯,一梯六户,暂无数据
1131,55,1室1厅1厨1卫,中楼层 (共18层),52.5㎡,平层,暂无数据,板塔结合,北,钢混结构,简装,两梯七户,有
1132,50,1室1厅1厨1卫,高楼层 (共17层),50.88㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯六户,暂无数据
1133,52,1室1厅1厨1卫,低楼层 (共11层),57.38㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯四户,暂无数据
1134,59,1室1厅1厨1卫,高楼层 (共33层),51㎡,平层,暂无数据,板塔结合,西南,钢混结构,其他,一梯五户,暂无数据
1135,62,2室2厅1厨1卫,低楼层 (共16层),81㎡,平层,暂无数据,板楼,北,钢混结构,毛坯,两梯十八户,有
1136,43,1室1厅1厨1卫,中楼层 (共12层),45.2㎡,平层,暂无数据,板塔结合,东,钢混结构,精装,一梯二十八户,暂无数据
1137,72,1室2厅1厨1卫,中楼层 (共22层),67.37㎡,平层,51.44㎡,板塔结合,北,钢混结构,精装,一梯八户,暂无数据
1138,55,1室1厅1厨1卫,低楼层 (共19层),63㎡,平层,暂无数据,板塔结合,北,框架结构,精装,两梯七户,有
1139,58,1室1厅1厨1卫,高楼层 (共18层),55.93㎡,平层,46.24㎡,板塔结合,西北,钢混结构,精装,两梯六户,有
1140,43,1室0厅1厨1卫,高楼层 (共33层),50.74㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯五户,有
1141,125,3室2厅1厨2卫,中楼层 (共24层),108.29㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯六户,暂无数据
1142,62,1室1厅1厨1卫,低楼层 (共18层),55.17㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯八户,有
1143,49.9,1室1厅1厨1卫,中楼层 (共7层),67㎡,平层,暂无数据,板塔结合,西南,钢混结构,其他,一梯十户,暂无数据
1144,72,2室2厅1厨1卫,中楼层 (共24层),77.92㎡,平层,暂无数据,塔楼,东南,钢混结构,毛坯,一梯六户,暂无数据
1145,55,1室1厅1厨1卫,中楼层 (共18层),52.5㎡,平层,暂无数据,板塔结合,北,钢混结构,简装,两梯七户,有
1146,50,1室1厅1厨1卫,高楼层 (共17层),50.88㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯六户,暂无数据
1147,134,4室2厅1厨2卫,低楼层 (共33层),95㎡,复式,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有
